Cation,Anion,target
CC[n+]1ccn(C)c1,N#C[C-](C#N)C#N,2
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,8.8
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,5.28
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,0.149
CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,11.8
CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,>0.010
CC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,<0.1
CCCCCCC[n+]1ccn(C)c1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<0.1
CCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<0.1
CCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,<0.1
CCCCCCC[n+]1ccn(C)c1,[Cl-],0.338
CCCCCCC[n+]1ccn(C)c1,[Cl-],0.339
CCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.2
CCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,1.2
CCCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.2
CCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.38
CCCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.38
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.017
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Br-],0.00627
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00245
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.000816
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00349
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00386
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.000764
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00438
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00831
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00677
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006893
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007298
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005045
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007054
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00538
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006834
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007294
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006215
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00465
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005059
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00357
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00423
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00493
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00502
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005467
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.009593
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005651
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00387
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00378
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005682
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005519
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.0054
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004188
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.008337
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004941
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00429
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007196
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007238
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.009128
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007215
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00739
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00457
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005925
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00464
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00373
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006515
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.003856
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00448
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00477
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00455
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00611
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.006978
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.005925
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],>0.1
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00298
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.012
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.015
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.003
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.007
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.045
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.022
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.012
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.0078
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00463
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00253
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.00166
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,[Cl-],0.004
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,Br[Ag-]Br,0.003
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,Cl[Ag-]Cl,0.001
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,Br[Cu-2](Br)(Br)Br,0.001
CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1,0.002
CCCCCC[n+]1ccn(C)c1C,F[B-](F)(F)F,0.079
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,>10
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,>10
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.015
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.741
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.606
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.178
CCCCCC[n+]1ccn(C)c1,O=C([O-])c1ccccc1O,2
CCCCCC[n+]1ccn(C)c1,O=C([O-])c1ccccc1O,1.96
CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.643
CCCCCC[n+]1ccn(C)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.18
CCCCCC[n+]1ccn(C)c1,[Br-],6.874
CCCCCC[n+]1ccn(C)c1,[Br-],1.3193
CCCCCC[n+]1ccn(C)c1,[Br-],0.2553
CCCCCC[n+]1ccn(C)c1,[Cl-],0.933
CCCCCC[n+]1ccn(C)c1,[Cl-],7.553
CCCCCC[n+]1ccn(C)c1,[Cl-],3.836
CCCCCC[n+]1ccn(C)c1,[Cl-],7.54
CCCCCC[n+]1ccn(C)c1,[Cl-],6.21
CCCCCC[n+]1ccn(C)c1,[Cl-],6.95
CCCCCC[n+]1ccn(C)c1,[Cl-],9.76
CCCCCC[n+]1ccn(C)c1,[Cl-],5.13
CCCCCC[n+]1ccn(C)c1,[Cl-],1.23
CCCCCC[n+]1ccn(C)c1,[Cl-],7.39
CCCCCC[n+]1ccn(C)c1,[Cl-],16.76
CCCCCC[n+]1ccn(C)c1,[Cl-],17.87
CCCCCC[n+]1ccn(C)c1,[Cl-],11.9
CCCCCC[n+]1ccn(C)c1,[Cl-],0.072
CCCCCC[n+]1ccn(C)c1,[Cl-],0.048
CCCCCC[n+]1ccn(C)c1,[Cl-],0.46
CCCCCC[n+]1ccn(C)c1,[Cl-],0.22
CCCCCC[n+]1ccn(C)c1,[Cl-],0.708
CCCCCC[n+]1ccn(C)c1,[Cl-],5.24
CCCCCC[n+]1ccn(C)c1,[Cl-],0.24
CCCCCC[n+]1ccn(C)c1,[Cl-],0.72
CCCCCC[n+]1ccn(C)c1,N#C[N-]C#N,1.75
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>1
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,>1
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.813
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,15.67
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,6.87
CCCCCC[n+]1ccn(C)c1,F[P-](F)(F)(F)(F)F,0.81
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,1.53
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.891
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,3.94
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,4.26
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,1.57
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,7.08
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,27.25
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,14.8
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,12.38
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.955
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,11.5
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.34
CCCCCC[n+]1ccn(C)c1,F[B-](F)(F)F,0.96
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,0.074
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,0.118
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,0.043
CCCCCC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,0.56
CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,<0.1
CCCCCC[n+]1ccn(C)c1,FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,<0.05
CCCCCC[n+]1ccn(C)c1,O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,<0.1
C=Cn1cc[n+](CCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.209
C=Cn1cc[n+](CCCCCC)c1,[Br-],1.644
C=Cn1cc[n+](CCCCCC)c1,[Cl-],0.561
C=Cn1cc[n+](CCCCCCCCC)c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.091
C=Cn1cc[n+](CCCCCCCCC)c1,[Br-],0.181
CCCCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,2.2659
CCCCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.34373
CCOC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.57689
CCOC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.2765
CCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,3.64164
CCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.28026
CCOC(=O)[C@H]([NH3+])CC(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,6.51145
CCOC(=O)[C@H]([NH3+])CC(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.55946
CC(C)OC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,2.57175
CC(C)OC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.25852
COC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.24514
COC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,2.38651
CCCOC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.42664
CCCOC(=O)[C@H]([NH3+])Cc1ccccc1,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.7168
CCCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,3.00949
CCCOC(=O)[C@H]([NH3+])C(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.6689
CCCOC(=O)[C@H]([NH3+])CC(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,2.39764
CCCOC(=O)[C@H]([NH3+])CC(C)C,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,2.00242
CCCCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,0.992
CCCCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,1.927
CCOC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,3.205
CCOC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,6.639
CCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,2.471
CCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,2.118
CCOC(=O)[C@@H]([NH3+])CC(C)C,O=C([O-])c1ccccc1O,3.007
CCOC(=O)[C@@H]([NH3+])CC(C)C,O=C([O-])c1ccccc1O,2.69
CC(C)OC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,2.213
CC(C)OC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,3.027
COC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,3.123
COC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,4.097
COC(=O)[C@H](C)[NH3+],F[B-](F)(F)F,9.56
COC(=O)[C@@H]([NH3+])C(C)C,F[B-](F)(F)F,6.57
CCCOC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,1.917
CCCOC(=O)[C@@H]([NH3+])Cc1ccccc1,O=C([O-])c1ccccc1O,1.882
CCOC(=O)[C@@H]1CCC[NH2+]1,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1,0.0515
CCOC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,18.3
CCOC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,44.8
CC(C)COC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,2.9
CC(C)COC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,15.2
CC(C)OC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,6.5
CC(C)OC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,33.4
COC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,17.6
COC(=O)[C@@H]1CCC[NH2+]1,O=C([O-])c1ccccc1O,38.9
CCCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,4.406
CCCOC(=O)[C@@H]([NH3+])C(C)C,O=C([O-])c1ccccc1O,1.682
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1,[Br-],30.0
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1,[Br-],48.0
O=C(C[n+]1ccccn1)c1ccc([N+](=O)[O-])cc1,[Br-],51.0
CCOC(=O)C[n+]1ccccn1,[Cl-],97.0
CCOC(=O)C[n+]1ccccn1,[Cl-],85.0
CCOC(=O)C[n+]1ccccn1,[Cl-],140.0
COC(=O)CCCCC[n+]1ccccn1,[Br-],120.0
COC(=O)CCCCC[n+]1ccccn1,[Br-],110.0
COC(=O)CCCCC[n+]1ccccn1,[Br-],100.0
CCOC(=O)CC([NH3+])C(=O)OCC,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)cc1,0.0525
C1CNC2=[N+](C1)CCC2,CC(=O)[O-],69.0
C1CN=C2CCC[NH+]2C1,[Cl-],3.8e-05
C1CN=C2CCC[NH+]2C1,[Cl-],0.000278
C1CN=C2CCC[NH+]2C1,[Cl-],0.00913
C1CN=C2CCC[NH+]2C1,[Cl-],9.79e-08
C1C[NH+]=C2CCCN2C1,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.072
C1C[NH+]=C2CCCN2C1,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.255
C1C[NH+]=C2CCCN2C1,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,6.14
C1C[NH+]=C2CCCN2C1,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.99
COC(=O)C[NH3+],F[B-](F)(F)F,9.94
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.016
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.016
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.011
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0053
CC[NH+](CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0041
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.012
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.014
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.011
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.01106
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.006
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.01
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.013
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.011
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.014
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.018
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.018
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.016
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.014
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.012
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.015
