Cation,Anion,target
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.015
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0101
CC[NH+](CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0123
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Mn](Cl)O3)c1,O,0.00695
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Mn](Cl)O3)c1,O,0.13318
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Mn](Cl)O3)c1,F[B-](F)(F)F,0.00283
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Mn](Cl)O3)c1,F[B-](F)(F)F,0.08505
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Fe](Cl)O3)c1,O,0.00581
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Fe](Cl)O3)c1,O,0.11418
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Fe](Cl)O3)c1,F[B-](F)(F)F,0.00198
Cn1cc[n+](Cc2ccc3c(c2)/C=N/N2C(=O)C=NC2S[Fe](Cl)O3)c1,F[B-](F)(F)F,0.06916
CCCCCCCCCCCC(=O)OCC[n+]1cn(C)c2c(=O)n(C)c(=O)n(C)c21,[Br-],0.26567
CCCCCCCCCCCCCCCC(=O)OCC[n+]1cn(C)c2c(=O)n(C)c(=O)n(C)c21,[Br-],0.18421
CCCCCCCCCCCCCC(=O)OCC[n+]1cn(C)c2c(=O)n(C)c(=O)n(C)c21,[Br-],0.23342
CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.59
CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.33
CC[S+](C)CC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.89
CCCCCCCC[S+](CCCCCCCC)Cc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1C2=O,F[B-](F)(F)F,0.01158
CCCCCCCC[S+](CCCCCCCC)Cc1cc(OC)c2c(c1)C(=O)c1cc(OC)cc(OC)c1C2=O,F[B-](F)(F)F,0.01339
CN(C)C(=N)[NH2+]C(=N)N,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.157
CN(C)C(=N)[NH2+]C(=N)N,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.116
CN(C)C(=N)[NH2+]C(=N)N,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,0.552
CN(C)C(=N)[NH2+]C(=N)N,CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,1.148
CN(C)C(=N)[NH2+]C(=N)N,[Cl-],0.02822
CN(C)C(=N)[NH2+]C(=N)N,[Cl-],0.389
CN(C)C(=N)[NH2+]C(=N)N,[Cl-],0.0875
CN(C)C(=N)[NH2+]C(=N)N,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-],0.00062
CN(C)C(=N)[NH2+]C(=N)N,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],1e-05
CN(C)C(=N)[NH2+]C(=N)N,CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1,0.02489
[1*-2][N+](CCCC)(CCCC)CCCC,[K+],0.31
[1*-2][N+](CC)(CC)CC,[K+],1.66
[1*-2][N+](CCCCCC)(CCCCCC)CCCCCC,[K+],0.19
[1*-2][N+](CCC(C)C)(CCC(C)C)CCC(C)C,[K+],0.25
[1*-2][N+](C)(C)C,[K+],9.1
[1*-2][N+](CCC)(CCC)CCC,[K+],0.48
[1*-2][N+](CC)(CC)Cc1ccccc1,[K+],0.72
[1*]Cn1c[n+](CCCCCCCCCC)cn1,[Br-],0.000155
[1*]Cn1c[n+](CCCCCCCCCC)cn1,[Br-],0.000185
[1*]Cn1c[n+](CCCCCCCCCCCC)cn1,[Br-],0.000147
[1*]Cn1c[n+](CCCCCCCCCCCC)cn1,[Br-],0.000174
[1*]Cn1c[n+](CCCCCCCC)cn1,[Br-],0.000164
[1*]Cn1c[n+](CCCCCCCC)cn1,[Br-],0.000198
CCCCn1n[n+](CCCC)c2ccccc21,F[P-](F)(F)(F)(F)F,0.096
CCCCn1n[n+](CCCC)c2ccccc21,F[B-](F)(F)F,0.086
CCCn1n[n+](CCC)c2ccccc21,F[P-](F)(F)(F)(F)F,0.37
CCCn1n[n+](CCC)c2ccccc21,F[B-](F)(F)F,0.199
CCCCC[n+]1nn(CC)cc1CCO,Cc1ccc(S(=O)(=O)[O-])cc1,0.172
CCCCC[n+]1nn(CC)cc1CCO,Cc1ccc(S(=O)(=O)[O-])cc1,0.269
CCCCC[n+]1nn(CC)cc1CCO,Cc1ccc(S(=O)(=O)[O-])cc1,0.325
CCCCC[n+]1nn(CC)cc1CCO,Cc1ccc(S(=O)(=O)[O-])cc1,0.502
CCCCCCCC[n+]1ccn(C)n1,[Br-],0.08
[1*]Cn1c[n+](CCCCCCCCCCCCCC)cn1,[Br-],0.000147
[1*]Cn1c[n+](CCCCCCCCCCCCCC)cn1,[Br-],0.000174
CCCCCCCCOCc1cn(CCOCCOCCOC)n[n+]1CC,CS(=O)(=O)[O-],0.0137
CCCCCCCCOCc1cn(CCOCCOCCOC)n[n+]1CC,CS(=O)(=O)[O-],0.0179
CCCCCCCCOCc1cn(CCOC)n[n+]1CC,CS(=O)(=O)[O-],0.0007
CCCCCCCCOCc1cn(CCOC)n[n+]1CC,CS(=O)(=O)[O-],0.0013
C/C=C/[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.29
C/C=C/[N+](C)(C)CCO,[Cl-],34.08
CCCCCCOC(=O)C[C@@H](O)C[N+](C)(C)C,[Br-],27.6
C[N+](C)(C)CCOC(=O)C=Cc1ccccc1,[Cl-],10.23
C[N+](C)(C)CCOC(=O)C=Cc1ccccc1,[I-],8.84
CCCCCCOC(=O)C[N+](C)(C)C,[Br-],26.6
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.1074
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.1371
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.07
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.2539
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0359
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0675
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.0254
C[N+](C)(C)CCO,C=C(C)[C@@H]1CC[C@]2(C(=O)[O-])CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0.1997
C[N+](C)(C)CCO,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)[O-])CC[C@H]1C,0.00893
C[N+](C)(C)CCO,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],>0.000017
C[N+](C)(C)CCO,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],>0.001619
C[N+](C)(C)CCO,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],>0.1109
C[N+](C)(C)CCO,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],>0.000982
C[N+](C)(C)CCO,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0.4848
C[N+](C)(C)CCO,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1,0.0921
C[N+](C)(C)CCO,CC1(C)CC[C@]2(C(=O)[O-])CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.03166
C[N+](C)(C)CCO,CCCCC/C=C\C/C=C\CCCCCCCC(=O)[O-],0.33
C[N+](C)(C)CCO,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)[O-],0.29
C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,>10
C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,>10
C[N+](C)(C)CCO,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,>10
C[N+](C)(C)CCO,COc1ccc2cc(C(C)C(=O)[O-])ccc2c1,0.7833
C[N+](C)(C)CCO,NC(CC(=O)O)C(=O)[O-],55.784
C[N+](C)(C)CCO,CCC(C)C(N)C(=O)[O-],42.289
C[N+](C)(C)CCO,O=C([O-])CC(=O)O,96.2
C[N+](C)(C)CCO,O=C([O-])CC(=O)O,77.5
C[N+](C)(C)CCO,O=C([O-])CC(=O)O,>100
C[N+](C)(C)CCO,O=C([O-])CC(=O)O,54.4
C[N+](C)(C)CCO,O=C([O-])CCC(=O)O,67.4
C[N+](C)(C)CCO,O=C([O-])CCC(=O)O,53.7
C[N+](C)(C)CCO,O=C([O-])CCC(=O)O,100
C[N+](C)(C)CCO,O=C([O-])CCC(=O)O,49
C[N+](C)(C)CCO,CC(=O)[O-],137.77
C[N+](C)(C)CCO,CC(=O)[O-],153.09
C[N+](C)(C)CCO,CC(=O)[O-],100.4
C[N+](C)(C)CCO,CC(=O)[O-],86.62
C[N+](C)(C)CCO,CC(=O)[O-],256.15
C[N+](C)(C)CCO,CC(=O)[O-],143.14
C[N+](C)(C)CCO,CC(=O)[O-],149.1
C[N+](C)(C)CCO,CC(=O)[O-],55
C[N+](C)(C)CCO,CC(N)C(=O)[O-],41.647
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.1368
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.03524
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.24
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,5.21
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.12
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,7.28
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,24.33
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,13.4
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,15.15
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,3.42
C[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>2.60
C[N+](C)(C)CCO,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C,0.245
C[N+](C)(C)CCO,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC,0.295
C[N+](C)(C)CCO,CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC,0.269
C[N+](C)(C)CCO,[Br-],70.56
C[N+](C)(C)CCO,[Br-],69.55
C[N+](C)(C)CCO,[Br-],74.7
C[N+](C)(C)CCO,[Cl-],3.2
C[N+](C)(C)CCO,[Cl-],119.32
C[N+](C)(C)CCO,[Cl-],0.00599
C[N+](C)(C)CCO,[Cl-],0.000347
C[N+](C)(C)CCO,[Cl-],89.28
C[N+](C)(C)CCO,[Cl-],72.4
C[N+](C)(C)CCO,[Cl-],33.884
C[N+](C)(C)CCO,[Cl-],107.43
C[N+](C)(C)CCO,[Cl-],125.34
C[N+](C)(C)CCO,[Cl-],250.68
C[N+](C)(C)CCO,O=C([O-])C=Cc1ccccc1,12.92
C[N+](C)(C)CCO,CCCCOP(=O)([O-])OCCCC,9.12
C[N+](C)(C)CCO,O=P([O-])(O)O,30
C[N+](C)(C)CCO,O=P([O-])(O)O,20.417
C[N+](C)(C)CCO,O=P([O-])(O)O,19.055
C[N+](C)(C)CCO,NCC(=O)[O-],45.75
C[N+](C)(C)CCO,CCCCCC(=O)[O-],16
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.187
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.733
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,3.14
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,4.86
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.0666
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.0784
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.41
C[N+](C)(C)CCO,NCCCC(O)(P(=O)([O-])O)P(=O)(O)O,0.685
C[N+](C)(C)CCO,CC(C)[C@H](N)C(=O)[O-],58.5
C[N+](C)(C)CCO,CC(C)[C@H](N)C(=O)[O-],99.2
C[N+](C)(C)CCO,CC(C)[C@H](N)C(=O)[O-],100
C[N+](C)(C)CCO,CC(C)[C@H](N)C(=O)[O-],52.3
C[N+](C)(C)CCO,NCCCCC(N)C(=O)[O-],19.983
C[N+](C)(C)CCO,CS(=O)(=O)[O-],>5.0183
C[N+](C)(C)CCO,COS(=O)(=O)[O-],>4.65
C[N+](C)(C)CCO,CCOP(=S)([S-])OCC,8.128
C[N+](C)(C)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)[O-],0.59
C[N+](C)(C)CCO,NC(CO)C(=O)[O-],47.546
COCC[N+](C)(C)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,>2.510
COCC[N+](C)(C)C,CS(=O)(=O)[O-],>4.68845
COCC[N+](C)(C)C,COS(=O)(=O)[O-],>4.3613
CCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.36
CCCCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.17
CCCCCCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.08
CCCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.24
CCCCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.34
CCCCCCCCCCC(=O)OCCCC[N+](C)(C)CCO,[Cl-],0.55
CCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.68
CCCC[N+](C)(C)CCO,[Br-],22.77
CCCC[N+](C)(C)CCO,[Br-],25.35
CCCC[N+](C)(C)CCO,[Br-],5.26
CCCC[N+](C)(C)CCO,CCCCS(=O)(=O)[O-],19.7
CCCC[N+](C)(C)CCO,CCS(=O)(=O)[O-],39.3
CCCC[N+](C)(C)CCO,CS(=O)(=O)[O-],29.5
CCCCCCCCCCCC[N+](C)(C)CCO,[Br-],1.241244791
CCCCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],0.02788481
CCCCCCCC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.34
CCCCCCCC[N+](C)(C)CCO,[Br-],0.45
CCCCCCCC[N+](C)(C)CCO,[Br-],0.2
CCCCCCCC[N+](C)(C)CCO,[Br-],0.61
CCCCC[N+](C)(C)CCO,CCCCS(=O)(=O)[O-],22.4
CCCCCCCCCCCCCC[N+](C)(C)CCO,[Br-],0.092787163
C[N+](C)(CCO)Cc1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.57
C[N+](C)(CCO)Cc1ccccc1,[Br-],4.76
C[N+](C)(CCO)Cc1ccccc1,[Br-],1.38
C[N+](C)(CCO)Cc1ccccc1,[Br-],2.88
CC[N+](C)(C)CCO,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.91
CC[N+](C)(C)CCO,[Br-],40.36
CC[N+](C)(C)CCO,[Br-],52.88
CC[N+](C)(C)CCO,[Br-],31.25
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,[Br-],0.04595
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,[Br-],0.18726
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,F[P-](F)(F)(F)(F)F,0.08356
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,F[P-](F)(F)(F)(F)F,0.17319
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,F[B-](F)(F)F,0.03073
Cc1csc[n+]1CCCOc1ccc(C=Nc2ccc(C(F)(F)F)cc2)c(O)c1,F[B-](F)(F)F,0.14853
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.15445
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.09597
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.06737
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.06895
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.04336
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.03238
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.14146
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.10817
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.07435
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.07905
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.06891
CN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.03482
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.16463
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.1575
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.11148
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.09984
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.04898
CCN1CCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.03787
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1cc(O)ccc1O,0.08416
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1cc(O)ccc1O,0.06646
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1cc(O)ccc1O,0.04318
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1c(O)cccc1O,0.06953
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1c(O)cccc1O,0.04397
CCN1CCN(Cc2ccc(F)cc2)P12=NP(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=[NH+]2,O=C([O-])c1c(O)cccc1O,0.024055
Cc1csc[n+]1Cc1ccc(C(C)(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01522
Cc1csc[n+]1Cc1ccc(C(C)(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09181
Cc1csc[n+]1Cc1ccc(C(C)(C)C)cc1,F[B-](F)(F)F,0.05107
Cc1csc[n+]1Cc1ccc(C(C)(C)C)cc1,F[B-](F)(F)F,0.19126
Cc1csc[n+]1Cc1ccc(C(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.00737
Cc1csc[n+]1Cc1ccc(C(C)C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07542
Cc1csc[n+]1Cc1ccc(C(C)C)cc1,F[B-](F)(F)F,0.03573
Cc1csc[n+]1Cc1ccc(C(C)C)cc1,F[B-](F)(F)F,0.15224
CCCCCCCCCCCC[n+]1cscc1C,[Br-],0.01846
CCCCCCCCCCCC[n+]1cscc1C,[Br-],0.03196
CCCCCCCCCCCC[n+]1ccsc1,[Br-],<0.0067
CCCCCCCCCCCC[n+]1ccsc1,[Br-],0.01764
Cc1ccc(C[n+]2cscc2C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02131
Cc1ccc(C[n+]2cscc2C)cc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.11319
Cc1ccc(C[n+]2cscc2C)cc1,F[B-](F)(F)F,0.07795
Cc1ccc(C[n+]2cscc2C)cc1,F[B-](F)(F)F,0.17752
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.15884
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.10438
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.1041
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.05303
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.03861
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCCC1)(N1CCCCC1)=NP(N1CCCCC1)(N1CCCCC1)=N2,O=C([O-])c1c(O)cccc1O,0.02304
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.09049
CN1CCCN(Cc2ccc(F)cc2)P12=[NH+]P(N1CCCC1)(N1CCCC1)=NP(N1CCCC1)(N1CCCC1)=N2,O=C([O-])c1cc(O)ccc1O,0.06657
